﻿原文,译文
解释了好一阵子，你才终于弄明白，他们一路上没完没了的拌嘴、糟糕透顶的方向感，再加上一连串的倒霉事儿，才是他们大多数麻烦的根源。不过，你还是设法把去镇子的路线牢牢记在了他们的脑子里。,
这计划听着可行，但我实在不愿这样把死法带给埃尔林格。他或许是个刻薄的老混蛋，可他应该得到一个战死沙场、死得其所的机会。,
这么做没错。,
那姑娘看起来太过端庄，根本不像干这行的——她怯生生的嗓音完全被市场街嘈杂的交谈吞没了。好在她的摊位位置显眼，货品也摆弄得花团锦簇，看着倒也不愁吸引不到客人。,
你动作快如闪电，小刀抹过姑娘的喉咙。她瘫软倒地，嘴里只发出呼噜噜的响声，生命就这么顺着指缝溜走了。,
对不住了。,
这是他[i]自己选的路[/i]。他本可以靠边站。这是他自找的。,
我们[i]绝不再[/i]当奴隶！我们宁可死！,
带着沃登之角回到凯尔那里。,
就在他拳头堪堪握住那捆东西时，你沉腰错身，一记重击挥出。你的拳头砸上他下巴的那一刻，仿佛一下子斩断了把他提着的那些线，他整个人就像一滩烂泥，瘫倒在雪地里。,
这枚护符代表着华纳神族芙蕾雅的庇佑，她是司掌爱与战争的女神。,
做你朋友真正的朋友。受人赠礼，当以礼相还。,
阿斯莱夫后退一步，让内菲娅能从刚才那一记重击中缓过气来。,
真是恨不得马上见到他。,
听到脚下树枝被踩断的脆响，一个年轻人猛地从营火旁跳起来，一手仗剑，一手持盾，用一副与他年龄极不相称的粗哑嗓子向你发出厉喝。,
以笑声回报笑声，但遇诡诈，当以背叛相报。,
你的父母为什么这么恨默丁？,
这话似乎暂时把另一个男人的嘴给堵上了。,
我们可以开始了吧？,
我们的同胞全凭上帝的恩典，才侥幸逃脱了他们的屠戮。他们讲述维京人暴行时，眼里满是悲伤与恐惧。,
你父亲将一只手搭在你肩头，轻轻捏了一下。,
{动手。} 我们现在就干掉守卫，有什么后果回头再说。,
我们俩都不是爱耍嘴皮子的人。直接办正事吧。,
你提到的那些地方究竟在哪儿？,
关于附近那个小村子，我有几个问题要问。,
你们找上门来了。有话就说。,
老人仰头喝酒的那一刻，目光才从你身上移开。,
也许是吧？听起来像是有人在你耳边吹风了。,
地方肯定没错。很快会碰到守卫。要是打起来，这里谁说了算？,
我们那儿可也没有山。,
行了，你俩先商量着。我去瞧瞧弟兄们。,
他羞怯地咧嘴一笑，这表情在他那张轮廓分明的脸上显得格外别扭。,
凯蒂尔心头一跳，有种不祥的预感，脑袋猛地一扭，向身后看去。,
等等，好。好吧，没必要把这事闹到不可收拾的地步。,
计划变了。出其不意，才有安全可言。,
他琢磨了好一会儿，然后站起了身。,
这事什么时候动手？,
就地扎营，好好想想你眼下的处境。,
仿佛事后才想起来，他颇为敬重地向莫尔坎特点了点头。,
埃蒂丝艰难地咽了一口唾沫。,
{环顾院子。},
那商人脸上挂着礼貌的笑容，向你打了个招呼。,
什么？,
咱们只管走吧。,
这里不会留给你喘息的机会。你必须在此战斗，哪怕你不想，因为你的同类正逼着你这样做。,
当然也还能用。也许清掉几张长凳罢了。你打算卖个什么价？,
一个老人正打理着一方小小的菜园。他那房子看上去像是被狂风掀翻过，再重新搭起来，又被掀翻，然后再胡乱拼凑回去的。,
感谢你接受了阿斯莱夫的赎罪誓约。他向你挑战是干了一件蠢事，但他的愚蠢，罪不致死，也不该为此被流放。,
{继续赶路。} 那就再会了。,
很高兴听说你和阿斯莱夫的过节已经了结。,
哈夫丹仰头一口灌下杯中的蜂蜜酒，随即将空杯重重砸在桌上，吆喝奴仆再给斟满。,
你们在不列颠的仗打败了，想结下强盟的希望也已覆灭。但如果你至少给家族带来了繁荣，或许还能在阿尔庭上为自己辩驳一二。,
你是我的客人，[Player:Name]。尽管喝，凡事自有奴仆们来照料。,
这话又引出一抹笑意。,
一个叫弗拉格的卑鄙无耻的败类……正是我丈夫。,
你在这儿忙活什么呢？,
等这地方的人都认得你的大名，或者至少见了你路过不会紧闭家门的时候——再来找我，到时候再谈。,
结束了。那帮突袭者已经撤了。,
听着倒是不错。,
占卜师耸了耸肩。,
快！抓住他们！,
多谢你，这份恩情我定会设法回报。,
站在你面前的汉子，一身庄稼人的健壮结实。但他眼角的鱼尾纹与花白的头发，表明壮年已成过往，只剩一头肥猪在院里呼哧呼哧地拱来拱去。,
他打得真是顽强！能在战场上击败这等人物，实在痛快。,
她挂着一抹客气而疏远的笑容，用一种透着怪异气声的嗓音向你问好。,
这到底——？树根底下怎么会有血？,
海那边的岛屿。传说那里海岸无人防守，财宝无穷无尽。,
据说已经有一伙北方人乘船过去，在最北面的岛屿上扎了根——就是那片荒凉贫瘠、被他们称作奥克尼群岛的地界。,
有落在石头地上的，那儿的土不深；土既不深，苗立刻就发了出来。,
那帮鼠辈，你收拾干净了没有？,
外围防线都还没攻破，就急着去夺国王大厅，你究竟想达到什么目的？,
你还懂毒药？,
斯卡拉格里姆毕恭毕敬地点了点头。,
这倒给那人又添了一桩好处。我向来想不通，女人凭什么就不能跟男人一样学打仗。,
凯蒂尔向阿斯莱夫伸出手，阿斯莱夫犹犹豫豫地握住了。,
你要是赢了，就能护住我——所以请你务必打赢。,
我接他们首领，你自己挑一个对手。,
一个那么满腔怨毒的人，带着那么蠢笨的儿子们……早晚要出事的。,
走廊不过十余步长，可你感觉却像是硬生生走了一里地才钻出来。你的同伴们一个一个跟在你身后，踉踉跄跄晕乎乎地晃出走廊，在昏暗光线里不住地眨着眼。,
阿尔庭,
你可算来了！赶紧，抓紧时间！,
最后那个年轻村民也倒下了，默丁望着遍地的尸骸，脸上隐隐现出一丝惊骇。,
找着样东西。像是一枚勋章。,
托尔芬微微一笑。,
孩子的父亲悄悄摸到他背后。,
然后他跪伏在地，开始在木杆上刻写符文，将那诅咒的形态一笔一画地刻出来。,
是他派我们来杀掉你的。我觉得理当给你个明白的警告。,
那一家子实在太弱了，根本立不起门户——于是反把自己的麻烦，都赖到比他们强的人头上。,
既然我们打算靠着刀兵把王位夺回来，就不能指望那位主教。但将来埃塞尔雷德重登王座，还是少不了他。,
要是我帮你把这栅栏修好，你就肯告诉我吗？,
它一露面，满城的狗全都狂吠着追在它身后。待它横卧在你家门槛之上，你的末日便已注定。,
这下可麻烦了。我们信奉的各路神祇可合不到一块儿去。,
[i]你[/i]就是这帮战士的首领？,
根本不会往那儿想。,
他可不是我的对手。,
我断不能收下。如此贵重的礼物，我永远报答不了。,
那年轻女子被阵阵抽泣淹没，只得用胳膊掩住脸，踉踉跄跄地朝洞口跌撞过去。,
就在你转身迈步离开之际，威利布罗德重重叹了口气。你听见他几乎不由自主地压着嗓子嘟囔了一句。,
帮助里伯肃清沼泽，让往来商路重归平安。,
这人，我们如何处置？,
你若是能以皮克塔维亚和诺森布里亚[Player:女王/国王]的身份重返故土，斯库勒就万万没法跟你作对。,
或许有朝一日，你真的会。而到了那一天：我对不住你。,
就这些了吧？,
你不需要硬改，留里克。别去管旁人怎么看你。你只管做实实在在的自己。,
嗯。,
对你如此寻常的问话，若给出一句准确的回话，恐怕正是肯定。,
你转回营地取了把铲子，把矛搁在帐篷里。可待你返回那片空地，尸体已不见踪影。地上没留下半点血迹，头顶的树枝上也不见一丝绳索的残痕。,
我杀不死它。我试过了。我不知道……,
你怎么待在外头？,
教会说，背弃上帝之光的人应得到宽恕。可至于见鬼的诅咒和巫术呢？那可就另当别论了。,
啊。不，你自己留着吧。,
年轻人们越发紧张，彼此交换的眼神也越来越多。,
哈！求之不得！,
我正在林子里准备一场献给芙蕾雅的仪式。不过光靠我自己，没法完成。,
你能认出这枚挂坠上的图案吗？,
当你的手掌攥紧那柄古剑的剑柄，刹那间云层好似裂开一道缝，一束阳光直直将你笼罩。一种超出凡尘的宁静降临在这片土地上。,
凯尔敦是什么地方？或者说，在哪？,
还有什么其他我能为你效劳的吗？,
除非你非得逼我动手。,
我刚刚想起多年前胡尔达教我的一个古法仪式，治花粉热的偏方。打从咱们到这儿，我就一直遭大自然的罪——她能感觉到我是个外来货，不属于这儿。,
那就[i]当个[/i]真正的男子汉！[Player:Father]不在的时候，一直是我在护着你。眼下我就要走了，你该学会保护你娘了。,
她头也不抬地忙着手里的活计——对你敷衍地点了下头，就算打过招呼了。,
一声古怪而痛苦的轻笑从那年轻女人的嘴里溜了出来。,
{离开。},
心里有数了。告辞。,
我已经很久没听到过我那群信众里，有人能像你现在这样说话了——你是真心相信我们的信仰还能重燃，我们那些神明还能重振雄风。我帮你。,
等你重夺王位，打算怎么做？,
你正百无聊赖地听着内菲娅絮叨那些对她娘一成不变的抱怨，凯蒂尔突然来了精神，悄没声息地溜出了长屋。外头传来陶罐砰地一声在地上摔得粉碎，紧跟着男人们便开始怒吼。,
我这不过是在履行自己的那份约定。我信你，待这事了结，你这条汉子也会一样。,
内菲娅抬手将一缕金发从脸旁轻轻拨开。,
回船上去瞧瞧，看看斯卡拉格里姆回来没有。,
我搞得定！,
就把这当成一个提议好了。我盼着能站到你这边，当你的盟友。,
就凭我听说过的[Player:Name]的那些作为和事迹，我没理由觉得[Player:he/she]没本事守住[Player:his/her]自己的地盘。,
这么说，传言都是真的……你果真一直在那条小道上劫掠过往的旅人。,
你是何人？,
就因为她的鬼话，我在那冻死人的茅厕里挨了整整一夜。,
那本来就是该做的。你不必为了道个谢，大老远专程跑这一趟。,
有个人来找我，信誓旦旦地说他撞见了一头巨兽。,
在你的协助下，皮克特人一举拿下了诺森布里亚，战事已然终结！是时候用一场美妙又太平的盛宴来庆贺这场大胜了，这种宴会上，绝不可能出什么幺蛾子……,
罗斯克瓦像一团低矮的雾气般飘向海滩，肩上随意地搭着个袋子。她不动声色地对你点了下头。,
你是个成年女人了。难道你自己说了不算，不能走？,
震惊之下，那三个皮克特人一时愣成了哑巴。,
德鲁伊们要的就是这样——他们深信朝圣者会甘愿历经重重考验抵达此岛，向这位逝去的英灵献上供奉。,
你吩咐的事我们照办了。你答应过要给报酬的。,
没多少人会像你这么看。但我向你起誓，有朝一日我们定会报答，就是不知道这承诺在你眼里能有几分重。,
